,vol,title,body
2018-05-03,21321.199999999997,'Freak' dust storms in northern India kill at least 100 people,"Severe dust storms across northern India have killed more than 100 people, destroyed homes and left hundreds without electricity.

Billowing clouds of thick dust and sand frequently blow across the region during the dry season, but the death toll from this week’s storms has been unusually high.

At least 64 people have died in Uttar Pradesh state, most of them in Agra district where the Taj Mahal is located. Another 35 are confirmed to have died in Rajasthan and two each in Uttarakhand and Madhya Pradesh. The death toll in all four states could still rise.

The destruction has extended to Punjab and Haryana, where trees were uprooted and power supplies cut by the squall. Less intense storms in Delhi caused traffic jams and flight diversions.

At least 160 animals also died in the storms, according to officials in Uttar Pradesh.

The dust clouds were trailed by thunder and lightning storms, heavy rain and strong winds that were expected to last another 24 hours at least.

Most of the deaths occurred when houses people were sleeping in collapsed overnight, disaster management officials said. Falling pylons and trees also contributed to the death toll.

The dust storms are created by a rapid ascent of warm air, which creates a vacuum that air closer to the ground rushes to fill, taking sand and dust with it.

Meteorologists said abnormally high temperatures in past weeks had contributed to the disaster. “It can be called a freak accident,” Mahesh Palawat, a meteorologist at the private forecaster Skymet Weather told the Hindustan Times.

“Dust storms are usually not this intense nor do these systems cover such a large area.”

India’s prime minister, Narendra Modi, who is in southern India campaigning ahead of an important state election, said he was saddened by the loss of life. “Condolences to the bereaved families,” he tweeted. “May the injured recover soon.”

Similar storms last month killed at least 19 people in Rajasthan and 15 people in Uttar Pradesh, where they also damaged the Taj Mahal. Heritage officials said the monument had not been affected by the past week’s storms."
2018-05-03,21321.199999999997,"Lightsource BP, UK water utility partner for 10 solar farms","UK-based water company Northumbrian Water has entered into a partnership with Lightsource BP for 10 new solar farms at its sites, which are expected to generate 10 GWh of clean electricity each year to help power its operations.A total of 10 ground-mount solar farms are slated to be built on Northumbrian Water-owned sites by UK solar developer Lightsource BP. The projects will generate enough electricity to power more than 3,000 homes, thus enabling the water utility to reduce carbon footprint and its own energy costs. Earlier in April, Northumbrian Water announced that it would power all 1,858 ..."
2018-05-03,21321.199999999997,"SolarEdge launches new grid service, virtual power plant solution","SolarEdge has announced the launch of a new virtual power plant solution promising grid services and reducing the necessity for costly grid infrastructure investments.The Israel-based PV power electronics supplier has launched a virtual power plants (VPP) solution. The system will use aggregative control and data reporting to pool large numbers of PV systems, distributed electrical storage, and load management together into a VPP. VPPs are emerging as a tool for grid operators to optimize the performance and costs of electricity networks, where there are high levels of PV power penetration. Deploying ..."
2018-05-03,21321.199999999997,Dust storms kill dozens in India – Voice Of Vienna,"NEW DELHI: At least 76 people have died and scores more were injured in fierce dust storms that hit the northern Indian states of Rajasthan and Uttar Pradesh.

The storms on Wednesday disrupted electricity, uprooted trees, destroyed houses and killed livestock.

Many of the dead were sleeping when their houses collapsed after being struck by intense bursts of lightning.

Dust storms are common in this part of India during summer but loss of life on this scale is unusual.

The storms largely affected three districts in Rajasthan – Alwar, Bharatpur and Dholpur – where at least 31 people were killed. Officials say Alwar is worst affected. Schools in the district are closed.

“I’ve been in office for 20 years and this is the worst I’ve seen,” Hemant Gera, secretary for disaster management and relief in Rajasthan, told the BBC.

“We had a high intensity dust storm on 11 April – 19 people died then – but this time it struck during the night so many people sleeping and couldn’t get out of their houses when mud walls collapsed.”

He said teams were trying to restore electricity to homes after 200 to 300 electricity poles were felled in the storm.

The Chief Minister of Rajasthan, Vasundhara Raje, said officials were heading to affected areas to start relief work.

The state government has also announced that families of the dead will receive 400,000 rupees (about $6,000; £4,400) as compensation.

Forty-five people died in neighbouring Uttar Pradesh, 36 of them in Agra district which is home to the Taj Mahal monument. Officials believe the death toll could increase.

Falling trees and walls killed many people in the state.

The storm also hit the capital Delhi, more than 100km (62 miles) away, along with heavy rains late on Wednesday evening.__BBC"
2018-05-03,21321.199999999997,Over 75 killed as powerful dust storm leaves trail of destruction in north India,"A heavy dust storm swept across several parts of western and northern India on Wednesday, killing 79 people and injuring hundreds in Uttar Pradesh, Rajasthan and Uttarakhand and leaving a trail of destruction, uprooting trees and disrupting power supply in Punjab, Haryana and Madhya Pradesh as well.

At least 42 people were killed in four districts of western Uttar Pradesh. thirty six people were killed in Agra, three in Bijnore, two in Saharanpur and one in Bareilly, state government officials said.

Bharatpur suffered the maximum damage in Rajasthan in terms of loss to life as 16 people were killed in the district. Nine people died in neighbouring Dholpur in the high-speed dust storm that started around 7pm and wreaked havoc for two hours.

Four deaths were reported from Alwar and one each from Jhunjhunu and Bikaner.

Most deaths occurred in house collapse due to the storm, officials in Rajasthan said.

Uttarakhand Disaster Mitigation & Management Centre (DMMC) said at least two people were killed in Kumaon and few more injured in other parts after rains and thunderstorm lashed the hill state on Wednesday night.

A squall and dust storm followed by heavy rain also lashed New Delhi on Wednesday evening and caused traffic snarls in some parts of the national capital.

Two deaths were reported from Madhya Pradesh, one from Bhind and another from Satna district.

Normal life was also hit in many places in Punjab and Haryana on Wednesday after a high-velocity dust storm. In Patiala, two people were killed after a thunderstorm. Light to moderate rains also lashed many places.

At least 42 people were killed and dozens of others injured in thunderstorm and rains in four districts of western Uttar Pradesh on Wednesday night.

The state government officials said 36 people were killed in Agra, three in Bijnore, two in Saharanpur and one in Bareilly. Chief minister Yogi Adityanath directed the district magistrates of the four districts to carry out relief and rescue operations immediately.

Rajasthan chief minister Vasundhara Raje condoled the deaths and said in a series of tweets that she has directed ministers and officials in the affected areas to begin relief work and restore utilities.

“An unfortunate incident, we have been working closely with local authorities to mitigate the situation,” Raje tweeted.

“Shri Gulabchand Kataria ji shall be monitoring situation at Alwar, Shri Arun Chaturvedi ji in Dholpur; Shri Kalicharan Saraf in Bharatpur & Shri Surendrapal Singh ji in Jhunjhunu. The Govt. stands firmly with its people in this time,” she added.

The storm left a trail of destruction and uprooted hundreds of trees and electricity poles.

Bharatpur divisional commissioner Subir Kumar said a compensation of Rs 50,000 will be given to families of the those killed in the dust storm from the Chief Minister’s Relief Fund.

The storm also caused major destruction in Alwar where more than 100 trees were uprooted, many of which fell on stationary vehicles and snapped electricity cables. The power distribution company switched off electricity to prevent further damage.

Alwar’s collector Rajan Vishal confirmed three deaths in the district and said Rakesh Sharma and Mukesh Mahajan were killed in Alwar city and Bhagwani in Bansur.

“Twenty injured have been admitted to the trauma ward in the government hospital in Alwar,” he said.

The collector said a survey of the damaged property has also been ordered as thunderstorm is in the list of national calamities. Private schools in Alwar city are closed on Thursday.

In Uttarakhand, the sudden rains also halted the ongoing Char Dham pilgrimage. Officials, however, said debris from the roads were cleared particularly in Chamoli and Uttarkashi districts.

There were reports of a cloudburst in Narayan Bagar of Chamoli as the rainwater brought tons of debris. Police in Chamoli, however, denied the cloudburst.

“Some vehicles were trapped as the rains and debris blocked the Badrinath highway. The highway has been cleared now,” it said in an official communiqué.

The storm uprooted many trees and snapped electricity supply in state capital Dehradun.

Villages in the Jaunpur area near Mussoorie were also reeling in the dark. Reports suggest electricity and water supply has also been affected in Nainital, Haldwani and several other remote locations.

Weather department officials said the downpour and thunderstorm are expected to continue for another 48 hours especially in the hilly regions like Chamoli, Uttarkashi, Rudraprayag and Pithoragarh districts.

A fresh western disturbance is approaching and likely to affect the western Himalayan region from May 5, the Meteorological Centre, Uttarakhand warned.

Two children died and at least a dozen were injured following the dust storm in northern Madhya Pradesh.

In Kalyanpur village of Bhind district, a four-year-old boy was killed and two men were injured after a house collapsed during the storm. Another death was reported in Uchera village of Satna district.

In another incident in Bhind town, two minors were injured when a tin shed fell on them.

The high velocity wind snapped the electricity supply and uprooted more than 50 trees in northern MP including Bhind, Morena, Gwalior, Dabra and Datia.

Apart from traffic snarls, 15 flights, including two international, were diverted due to the bad weather, airport officials in Delhi said.

A squall with a wind speed of 59 km per hour hit the city in the evening, the met department said. The Safdarjung observatory, whose recording is considered the official figure for Delhi, recorded 13.4mm rainfall.

The weather office has forecast overcast skies along with the possibility of a drizzle on Thursday.

“The maximum and minimum temperatures are expected to hover at 36 and 26 degrees Celsius respectively,” the weatherman said.

Many parts of Punjab including Mohali, Zirakpur, Ludhiana and Muktsar were hit by the dust storm. Two people were killed and three others injured after a thunderstorm in Patiala.

The storm, with wind speed exceeding 45 kmph, hit Chandigarh during the afternoon, forcing vehicles to move with their headlights on as visibility level reduced considerably.

Panchkula, Karnal, Mahendergarh and Ambala were among the other places in Haryana that were hit by the dust storm.

There were reports of trees being uprooted on several roads in the region while power supply was also hit for a brief period due to the storm.

The met department said the maximum temperatures dropped at many places in the region after dust storm and rain."
2018-05-03,21321.199999999997,Germany covered 12.1% of its power demand with solar in April,"Eon announced that, for the first time, more than 10 billion kWh of solar power were generated in Germany between January and April. Bruno Burger of Energy Charts has also determined that the last week of April was the best week for renewable energies in the current year, with a share of 53.2% in electricity generation across the country's grid.German energy provider, Eon was the first to announce the new record on May 1. All PV power generators installed in Germany produced more than 10 billion kWh of electricity, for the first time, in the first four months of the year. ""In April alone, it ..."
2018-05-04,20602.9,Siemens unveils natural gas engines capable of running on different fuels | NGV Journal,"Siemens  presented  its  new  high-efficiency,  low-emission  gas  engines  at  the  6th China International Bioenergy and Biomass Utilization Summit in Shanghai. One of the advantages of these new engines is that they can use a wide range of fuels to generate electricity and heat. They can be powered by natural gas, biogas, gas from landfills or sewage treatment plants, synthesis gas, well gas, or a wide selection of other gases, which means they can supply a wide range of industrial sectors.

Siemens  is  developing  these  engines  in  its  new  Power  and  Gas  division  business, Siemens Engine Business, which aims to resolve and overcome many of the obstacles currently affecting industry. Together with Siemens’ heavy investment in R&D and the experience  it  has  gained  over  more  than  50  years,  this  makes  Siemens  Engine Business a leading international technology provider in both liquid and gas fuel engines for a wide range of applications and sectors.

Standing out among its products, high-efficiency, low-emission gas engines can be used in several applications such as cogeneration, electricity generation, and waste-based energy. These engines use the latest fuel injection and supercharging technologies, which boost their power, reduce their fuel consumption, and optimize their maintenance costs.

The SEB factory in Zumaia (Guipuzcoa) has spent more than 50 years designing and manufacturing  high-performance engines in Spain that are exported the world over, largely to countries such as Argentina, the United States, Egypt, Morocco, Turkey, Pakistan, Singapore, Malaysia, Australia and, of  course,  all  over  Europe. The power ratings of the SEB portfolio range from 150 to 2065 kW for gas engines/generators.

One of the company’s most important research and development facilities is in Miñano, in the Spanish Basque Country. The company has developed a new technology, Siemens Fuel Blending solution, at this facility that allows an engine run on 100% biogas, 100% natural gas or a blend of both. This system enables engines to run even when the primary fuel is not available because they can change from biogas to natural gas at the press of a button. An automatic change to 100% biogas takes place as soon as the engine reaches nominal speed.

This dynamic fuel blending system is especially designed for use in situations with biogas restrictions; fuel can be switched 100% in such a way that the engine’s operability is not affected. One of the main advantages of Siemens engine flexibility is that it provides a safe, efficient and reliable power supply system even when the fuel supply is interrupted."
2018-05-04,20602.9,Nepal launches tender for large-scale solar,"The Nepal Electricity Authority is seeking bids for projects ranging from 1 MW to 5 MW across 25 sites.Nepal' state-owned power utility, Nepal Electricity Authority (NEA) has issued a Request for Proposals to select independent power producers for the construction of several solar PV power plants across the country. Selected projects will be granted a 25-year PPA, while the NEA will also provide incentives in the form of viability gap funding (VGF) - a scheme which has often been used in the Indian solar market. The VGF scheme is usually utilized through public private partnerships to support ..."
2018-05-05,20363.4,,
2018-05-06,16480.250000000004,,
2018-05-07,24883.625,"City in western Germany will power fleets with local, green hydrogen | NGV Journal","Next year, buses in Rennerod, Germany (north of Frankfurt), will be powered by an advanced, environmentally friendly hydrogen energy system designed and implemented by an international team of companies using technology that is now commercially available. Danish GreenHydrogen, Spanish Clantech and Calvera, and Rennerod-based Gesellschaft für Windenergieanlagen GmbH (GFW) & Co KG have devised a solution that makes hydrogen production green and local to minimize environmental impact and expense.

GFW, which provides electrical power from wind turbine farms, will produce hydrogen fuel using advanced alkaline electrolyzers from GreenHydrogen, which convert electricity into hydrogen, at two different locations.

One electrolyzer will be placed next to an existing Fuhrländer FL1000 wind turbine, which will produce green hydrogen when the wind is blowing rather than selling it to the grid. The clean hydrogen then will be compressed using a Clantech containerized solution, compressing the hydrogen to 300 bar before it is stored in a “H2Pod Virtual Pipe Line” from Calvera. This solution facilitates the easy distribution of green hydrogen to customers, the first of which is the Rennerod transit system, which operates buses powered by fuel cells. It also allows the fuel to be produced and consumed locally, which eliminates transportation costs and any carbon footprint.

Another electrolyzer will be installed at the GFW facility, where it will be powered by an existing solar farm. There will be 15 additional tracker systems installed in the solar farm that will deliver 300 kW. The hydrogen produced by GreenHydrogen’s alkaline electrolyzers will then be stored in Calvera units at different pressure (300/450/900 bar) and, finally, be distributed from the hydrogen refueling station (SIDE H HRS) supplied by Clantech – at 350 and 700 bar.  The HRS will be made publicly available in order to support the increasingly use of all hydrogen-powered vehicles. For more information, please visit this link."
2018-05-07,24883.625,Exro Technologies Inc. Announces Collaboration Agreement with Potencia Industrial of Mexico City - dgap.de,"DGAP-News: Exro Technologies Inc. / Key word(s): Miscellaneous

 

 

 The issuer is solely responsible for the content of this announcement.

 



Vancouver, British Columbia--(Newsfile Corp. - May 7, 2018) - Exro Technologies Inc. (CSE: XRO) (OTCQB: EXROF) ('Exro' or the 'Company') is pleased to announce an industrial collaboration agreement with Potencia Industrial, a global manufacturer of high efficiency motors and generators based in Mexico City, Mexico.

The agreement provides for a joint development collaboration for three projects with the goal of improving various aspects of motor/generator performance by integrating Exro's Dynamic Power Management technology ( 'DPM') into Potencia motors and generators.  The three projects include:  1) an electric motor for a car conversion kit; 2) a generator for a small wind turbine; and 3) electric motors used in trams and trains.  The collaboration contemplates the companies will enter into further detailed agreements as work progresses.

'We are excited to work with such a proven leader and innovator,' said Mark Godsy, Exro CEO.  Potencia's electric motors and generators are used around the world and often in the most challenging of circumstances because of their uncompromising quality.'

'We are delighted to work with Exro,' said Carlos Gottfried, president of Potencia Industrial. 'A successful collaboration could have far reaching impact for our industry, for our customers, and for the environment.'

More information about each area of focus in the collaboration agreement follows:

The first application will be for electric motors that Potencia currently manufacturers for its car conversion kits. The conversion kit allows for a gas motor of an economy-sized car — the most prevalent car type in the world -  to be swapped out and replaced with an electric motor.  Potencia is currently introducing its car conversion kit to a sizeable market of car owners who want the lower operating costs and/or the zero-emission benefits of an electric car without having to replace the whole vehicle.

Potencia and Exro will work together to integrate Exro's DPM technology into the electric motor with a view of providing additional torque management. This feature will potentially allow the motor to operate more efficiently in a variety of speed and load conditions which occur as a car accelerates, decelerates, climbs up and down hills, and/or operates at higher speeds. Exro's DPM technology reconfigures the coils in a motor, providing more flexibility for power and torque, which traditionally has been a limitation for electric motors because they don't have the transmission systems of gas-powered motors.  The expectation is that Exro's DPM technology will allow for a greater range of efficiency in circumstances where the designers of electric motors have had to choose between torque or speed.

The second application will focus on a small wind turbine which Potencia currently offers for sale. Here the parties will collaborate by integrating Exro's technology into a 5 kW generator. By reconfiguring the coils within the generator and adding Exro's DPM technology, the parties anticipate being able to produce more consistent voltage under varying wind conditions, leading to better overall system management and consistent energy production, which is key for offering electricity for sale or efficiently charging a battery.

A second aspect of the collaboration will explore efficiencies that may be gained when using Exro's DPM technology compared to a traditional generator working at similar speeds and torque under variable wind conditions.  This exploration has the potential for far reaching impact not just for the wind industry, but also for other types of renewable electrical production where there is a variable energy source such as tidal, wave, or river.

The third application will focus on electric trams, trains and high-speed trains. Potencia currently sells electric motors for each of these markets throughout the world. Here the parties will collaborate by integrating Exro's DPM technology into motors for each of these respective markets.   Like the car converter kit application where existing limitations of a motor require a tradeoff between speed and torque, the parties hope that with Exro's DPM technology, such a tradeoff may no longer be necessary, giving the motors a greater range of efficiency, which could reduce operational strain on the motor, provide greater energy efficiency, and allow for better selection of motor sizing.

Exro Technologies Inc. offers the potential to accelerate the transition to clean energy by improving the efficiency and reliability of fuel-powered electric motors and generators, which make up about half the worldwide market for electric power.

Exro's patented coil technology works for electric motors and generators, dynamically adapting input and output with the goal of achieving specific, measurable performance gains in applications ranging from electric cars, UAVs, pumps, ship drives, industrial motors, vacuums and anything else powered by an electric motor or generator.

Potencia Industrial designs and manufactures special application, high efficiency electrical motors and generators. Specializing in creative solutions and applications, Potencia meets the highest technical requirements in power security and energy efficiency. Its state of the art machines meet and exceed the most stringent customer specifications and maintain IEEE, NEMA and IEC standards. Potencia has set several industry benchmarks in permanent magnet generator, kinetic energy storage, and high efficiency patented technologies.

Structured under vertical integration, Potencia meets engineering and manufacturing challenges with the experience of a solid 50-year background. Potencia's vertical integration of its manufacturing processes include lamination stamping, core assembly, welding and fabrication, high-precision machining, coil manufacturing, winding, assembly and laboratory testing. Tools, dies, jigs, fixtures, casting patterns and molds are also designed and made in-house.

Certain statements contained in this News Release constitute forward-looking statements. When used in this document, the words 'may', 'would', 'could', 'will' and similar expressions, as they relate to the Company or its management are intended to identify forward-looking statements. Such statements reflect the Company's current views with respect to future events and are subject to certain risks, uncertainties and assumptions. Many factors could cause the Company's actual performance or achievements to vary from those described herein. Should one or more of these factors or uncertainties materialize, or should assumptions underlying forward-looking statements prove incorrect, actual results may vary materially from those described herein as intended, planned, anticipated, believed, estimated or expected. The Company does not assume any obligation to update these forward-looking statements, except as required by law.

The Canadian Securities Exchange does not accept responsibility for the adequacy or accuracy of this news release.

ON BEHALF OF THE BOARD OF DIRECTORS

Click on, or paste the following link into your web browser, to view the associated documents"
2018-05-07,24883.625,Italy's Water Alliance launches €110 million tender to buy power from renewables,"The purchased electricity will be used to power the companies' purifiers, the waste water lifting stations, the treatment plants of drinking water, the cathodic protection systems, as well as several offices.The northern Italian water provider Water Alliance has issued a tender for the supply of electricity from renewable sources for medium and low voltage users of its units Water Alliance - Acque di Lombardia and Water Alliance - Acque Del Piemonte, which are located in the regions of Lombardy and Piedmont, respectively. According to the tender document, bids must be submitted by May 28, 2018. ..."
2018-05-08,18490.074999999997,100 MW months emerges as new normal for small-scale PV installs in Down Under,"Green Energy Markets' small-scale solar figures for April reveal that above 100 MW is emerging as the new normal for the segment in 2018. While the month was below the record-setting 127 MW in March, April's 109 MW indicates that installations north of 100 MW is new normal for the Australian residential and small commercial sector.For the seventh month in row Australian households and small businesses have installed over 100 MW of solar. The latest small-scale technology certificate (STC) data, compiled by Green Energy Markets, shows that the sector has built up to sufficient momentum to see ...
Den vollständigen Artikel lesen ..."
2018-05-09,20378.275,Malaysia's former leader set to become world's oldest PM at 92,"Former Malaysian leader Dr Mahathir Mohamad is poised to become the world’s oldest prime minister after defeating Najib Razak in a fiercely contested election that put an end to the ruling coalition’s six-decade hold on power.

Mahathir, 92, who was prime minister between 1981 and 2003, led the opposition coalition, Pakatan Harapan, to its first election victory since Malaysian independence in 1957, winning an outright parliamentary majority. He will be sworn in by the king on Thursday.

A euphoric mood gripped Malaysia at the announcement, which many had believed impossible. “We are so happy, such a proud day for Malaysia,” said David Thaiga, 57, who joined others in the street to celebrate. 

“We have been waiting for this for the past 60 years. This is a miracle for us. And even though I was not a fan of Mahathir, I think he was the only one who could have brought this victory.”





Malaysia election 2018: everything you need to know









Sukumira Sekhar, 84, witnessed the beginning of Malaysian independence and lived through 60 years of rule by the Barisan Nasional (BN) coalition, said: “I’m so happy I survived to see this. I wish I could jump up and down for joy, but be sure my heart is jumping up and down. I’m so proud of the people of Malaysia, especially the young people and the Malays who swung it.”

Mahathir’s win marks the end of the nine-year tenure of Najib, who came to power in 2009 and whose reputation was tarnished by the 1MDB corruption scandal in which $2.6bn was embezzled from a government fund he was overseeing – including $681m that was alleged to have ended up in his personal bank account.



 Quick guide 1MDB  


 Show 


 Hide  



The scandal 


1Malaysia Development Berhad, was set up in 2009 to promote economic development. The Malaysian prime minister, Najib Razak, chaired its advisory board and, according to the US Justice Department, top executives and associates of Najib looted $4.5bn from the fund between 2009 and 2014, laundering it through the US, Singapore, Switzerland and other countries. Hundreds of millions landed in Najib's bank account, though he denies any wrongdoing. 





Where the money went


The US Justice Department is seeking to recover money from the fund it says was gambled in Las Vegas, used to buy hotels, apartments, a luxury yacht, a jet, diamond jewellery, art works and to finance Hollywood films including the Wolf of Wall Street and Dumb and Dumber To.  





The investigation


US prosecutors have alleged layers of foreign bank accounts and shell companies were used to launder the money and named Low Taek Jho, a friend of Najib’s stepson, as a key figure in the conspiracy. In one email he wrote ""Looks like we may have hit a goldmine"" after organising a 1MDB deal that would later allegedly become a money laundering vehicle. 

Singapore has fined eight banks for failing to carry out proper anti-money laundering measures in relation to 1MDB and given prison sentences to several bankers.





Political impact


A parliamentary inquiry found many irregularities but had no mandate to prosecute so, outraged by the scandal, 92-year-old former leader Mahathir Mohammad came out of political retirement and opposition united behind him for the elections. The government recently passed a ""fake news"" law that could be used to further stifle reporting on the case within Malaysia.








Thank you for your feedback.





Mahathir’s victory marks the first time that a Malaysian prime minister will not be from the UMNO party and not be part of the BN coalition, of which UMNO is the main constituent.

The win indicates that a mood for change has gripped the country, following the “Malay tsunami” in which many ethnic Malay voted for the opposition for the first time. 

Voter turnout was 76% – lower than in the 2013 election – but the opposition took many states that were considered BN strongholds such as Johor, Malacca, Negeri Sembilan, Selangor and Penang.

The campaign also galvanised the youth vote for the first time, with young people taking to social media to add their support to the opposition.

“This is a pure adrenaline rush. We have been waiting for this change for the longest time,” said Naveen Kumar, 31. “We have been infected with a BN government for so long and now it’s a total relief.”



 Profile Mahathir Mohamad  


 Show 


 Hide  




 


Dr Mahathir Mohamad was Malaysia's longest-serving prime minister, holding office from 1981 to 2003. He is credited with overseeing a period of economic growth but was also notoriously authoritarian, cracking down on the opposition, the judiciary and the press. Mahathir selected Abdullah Badawi as his successor, but toppled him in 2009 after poor election performance and installed another protege, Najib Razak, as prime minister.

Having officially retired, Mahathir then denounced Najib in 2015, after the 1MDB scandal broke. In 2018, it was announced he had switched to the opposition party, and, at 92-years-old, would be running against as prime minister to bring down Najib. If he wins, he will be the oldest leader in the world.







 Photograph: Lai Seng Sin/X03855








Thank you for your feedback.





Shaliz Kumar, 28, said: “The young people had a big part to play in this. I called all my friends to make sure they had voted.”

The official results, usually announced by 11pm, were not released until around 3am, and some alleged that Najib was trying to stall the announcement. Constituencies that were swinging towards the opposition also reported electricity blackouts, hindering the final count.

In the end, however, Najib made no public statement after Mahathir had claimed victory in the early hours of Thursday morning.





'This election is personal': Mahathir Mohamad, 92, vows to stop 'corrupt' protege









Mahathir’s selection as opposition leader had made this an unusual election: he was an UMNO member when he first came to power in 1981, and played a key role selecting his protege Najib as prime minister in 2009. 

The relationship soured in 2015 after Najib was implicated in the 1MDB scandal, and this year Mahathir announced he was not only forming his own political party, Bersatu, but switching sides and joining the opposition coalition.

Najib had initially been expected to win easily, but, as campaigning picked up, the opposition dominated the narrative, raising issues such as corruption and the rising cost of living. 

After claiming victory on Thursday morning, Mahathir was asked whether he would seek to prosecute Najib for his alleged role in the 1MDB scandal. “We are not seeking revenge, we are seeking to restore the rule of law,” he said. 





1MDB: The inside story of the world’s biggest financial scandal | Randeep Ramesh









As part of his agreement with Pakatan Harapan, Mahathir will only be prime minister for two years, and then will cede power to Anwar Ibrahim. Anwar, who was also once Mahathir’s protege, is currently in jail serving a second sentence for sodomy.

Mahathir and Anwar fell out publicly in 1999 and Mahathir was responsible for jailing Anwar, but the pair put aside their differences in their united desire to take down Najib.

The plan now is for Mahathir to have Anwar pardoned so he can take office. “He’ll be released in June,” said Mahathir. “Once he’s pardoned, he’s eligible to be PM again.” Mahathir also announced after his victory that he would appoint Wan Azizah, Anwar’s wife, as his deputy prime minister.

The police have warned people against gathering in the streets to celebrate in case of rioting; however, a large group gathered outside the Pakatan Harapan headquarters in Petaling Jaya to cheer and wave flags. 

For Dr Mohan Mahatheva, who was in the crowd, “tonight this is true freedom for Malaysia. We freed ourselves from colonialism, now we have freed ourselves from kleptocracy,” he said. “At least I know my children will live in a truly independent Malaysia.”"
2018-05-09,20378.275,Spain's Unieléctrica enters solar business with 50 MW project,"The Spanish power trader is planning to build its first large-scale solar power plant in the region of Murcia. The facility is intended for self-consumption and to be financed with own funds.Cordoba-based power trader Unieléctrica has decided to become an electricity producer, and has chosen solar to mark its entry in this challenging business. The company, in fact, has announced the construction of a 50 MW solar power plant in the Spanish municipality of La Pedrera, in the southeastern region of Murcia, a project that is expected to provide with power its own facilities under the self-consumption ...
Den vollständigen Artikel lesen ..."
2018-05-10,18347.449999999997,,
2018-05-11,18141.75,Italy hosts renewable energy seminar in Rome,"Pubblicato il: 11/05/2018 20:20

							
				A high-level seminar on renewable energy sources was organised by RES4MEDAfrica and the Ministry of Foreign Affairs and International Cooperation, addressed to a select group of senior officials at the ministry, it said on Friday.

			
				At the seminar, several leading market operators gave participants an overview of the increasing importance of renewable energy sources in Italian economic  energy plays a significant role in our energy policies, and therefore, also in Italy’s international actions at bilateral level, in the main multilateral fora and in supporting the excellence of our enterprises,"" said Envoy Massimo Gaiani, DG for Global Affairs (DGMO), who gave the seminar's opening speech.

			
				""Therefore, the Ministry of Foreign Affairs and International Cooperation invests heavily in providing its diplomats with updated instruments to meet the challenges in this ever-evolving key sector,” Gaiani added.

			
				Renewable energy sources play an increasingly important role in Italy's 2017 energy strategy and are universally recognised as key to the sustainable development of markets and policies in emerging countries, especially in the Southern Mediterranean and Sub-Saharan Africa, the ministry noted.

			
				Cooperation between the private and public sectors is of vital importance to increase the efficiency of the mass development of renewable energy sources, the ministry underlined.

			
				“A bright future and achievement of universal access to electricity in Africa will occur through the promotion of regional programmes backed by international organisations,"" said Antonio Cammisecra, CEO of Enel Green Power and Chairman of RES4MEDAfrica.

			
				""This is the idea behind RES4MEDAfrica: a platform that counts among its partners leading entities from the entire Italian and international chain of production in the area, and which provides opportunities for interaction to promote the public-private partnership.”

			
				Some of the main Italian operators and members of RES4MEDAfrica, including Terna, Italgen and the Maccaferri Group, brought their direct experience and viewpoints to the seminar, the ministry said.

			
				Speakers at the event discussed the main renewable energy technologies in terms of their potential, costs, new business models and the economic-social effects of the mass development of renewable energy, according to the ministry."
2018-05-11,18141.75,5 MW PV-plant to power third largest water treatment plant in Ireland completed,"The Northern Irish water provider NI Water is on track to achieve 40% renewable energy consumption by 2021. A significant achievement, as the provider is among the largest energy consumers in the country.According to the company 24,000 solar panels will provide 4.99 MWp, enough to meet the demand of the Dunore Water Treatment Works (WTW) in South Antrim, one of Northern Ireland's largest treatment plants of the country. Ranked by energy consumption the treatment plant in question is the third largest of the country. ""As the largest user of electricity in Northern Ireland, we are committed to ...
Den vollständigen Artikel lesen ..."
2018-05-11,18141.75,Enel to expand its Mexican mega-projects by 96 MW,"Enel Green Power Mexico has reached an agreement with the Federal Electricity Commission for a 10% expansion of its Villanueva and Don José solar plants, along with another wind power facility. Overall, around $97 million will be invested in the expansion.Enel Green Power Mexico has signed an agreement with Mexico's Federal Electricity Commission (CFE) to expand by 10% the capacity of its solar photovoltaic farms Villanueva (754 MW) and Don José (238 MW,) along with the Salitrillos wind farm. The expansion will add an additional 96 MW of PV generation capacity. The projects are said to be nearing ...
Den vollständigen Artikel lesen ..."
